business_id;Sunday_0;Sunday_1;Sunday_2;Sunday_3;Sunday_4;Sunday_5;Sunday_6;Sunday_7;Sunday_8;Sunday_9;Sunday_10;Sunday_11;Sunday_12;Sunday_13;Sunday_14;Sunday_15;Sunday_16;Sunday_17;Sunday_18;Sunday_19;Sunday_20;Sunday_21;Sunday_22;Sunday_23;Monday_0;Monday_1;Monday_2;Monday_3;Monday_4;Monday_5;Monday_6;Monday_7;Monday_8;Monday_9;Monday_10;Monday_11;Monday_12;Monday_13;Monday_14;Monday_15;Monday_16;Monday_17;Monday_18;Monday_19;Monday_20;Monday_21;Monday_22;Monday_23;Tuesday_0;Tuesday_1;Tuesday_2;Tuesday_3;Tuesday_4;Tuesday_5;Tuesday_6;Tuesday_7;Tuesday_8;Tuesday_9;Tuesday_10;Tuesday_11;Tuesday_12;Tuesday_13;Tuesday_14;Tuesday_15;Tuesday_16;Tuesday_17;Tuesday_18;Tuesday_19;Tuesday_20;Tuesday_21;Tuesday_22;Tuesday_23;Wednesday_0;Wednesday_1;Wednesday_2;Wednesday_3;Wednesday_4;Wednesday_5;Wednesday_6;Wednesday_7;Wednesday_8;Wednesday_9;Wednesday_10;Wednesday_11;Wednesday_12;Wednesday_13;Wednesday_14;Wednesday_15;Wednesday_16;Wednesday_17;Wednesday_18;Wednesday_19;Wednesday_20;Wednesday_21;Wednesday_22;Wednesday_23;Thursday_0;Thursday_1;Thursday_2;Thursday_3;Thursday_4;Thursday_5;Thursday_6;Thursday_7;Thursday_8;Thursday_9;Thursday_10;Thursday_11;Thursday_12;Thursday_13;Thursday_14;Thursday_15;Thursday_16;Thursday_17;Thursday_18;Thursday_19;Thursday_20;Thursday_21;Thursday_22;Thursday_23;Friday_0;Friday_1;Friday_2;Friday_3;Friday_4;Friday_5;Friday_6;Friday_7;Friday_8;Friday_9;Friday_10;Friday_11;Friday_12;Friday_13;Friday_14;Friday_15;Friday_16;Friday_17;Friday_18;Friday_19;Friday_20;Friday_21;Friday_22;Friday_23;Saturday_0;Saturday_1;Saturday_2;Saturday_3;Saturday_4;Saturday_5;Saturday_6;Saturday_7;Saturday_8;Saturday_9;Saturday_10;Saturday_11;Saturday_12;Saturday_13;Saturday_14;Saturday_15;Saturday_16;Saturday_17;Saturday_18;Saturday_19;Saturday_20;Saturday_21;Saturday_22;Saturday_23
DYIB5861KIUfH5soVkP1Lg;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;1;1;0;0;1;0;0;0
dykxQz0fdFitwrnBhgwNZg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dYLlSj_SWwHg1aA3Km061w;0;0;0;0;0;0;0;0;0;3;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;4;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;10;2;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;4;5;7;4;3;0;0;0;0;0;0;0;0;0;0;0
dYZ9YiA1JYlFoul-yorXSQ;0;0;0;0;0;0;0;0;0;1;6;3;3;5;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;4;2;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;6;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;5;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;0;1;1;0;0;0;0;0
dZ7915F-dAKPJZQJwJDSVA;0;0;0;0;0;0;1;0;3;2;0;1;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;3;2;1;1;0;0;2;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Dz7swOgFook-L89Y_M-aQA;0;0;0;0;0;0;0;0;0;0;1;4;3;1;1;1;1;3;8;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;1;1;0;1;4;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;1;0;3;5;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;1;0;0;1;0;4;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;4;1;0;1;6;4;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;1;0;3;2;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;1;2;0;2;3;2;3;1;0;0;0
dZb1V8knqTUT1o-NKZAl1Q;0;0;0;0;0;0;0;0;0;2;3;6;0;1;2;2;7;7;4;2;3;0;0;0;0;0;0;0;0;0;2;0;1;0;5;11;1;1;1;1;11;2;5;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;3;13;0;2;0;0;6;8;3;1;0;0;0;0;0;0;0;0;0;1;0;0;1;2;3;13;1;1;0;3;5;5;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;11;1;0;0;0;6;1;4;0;2;0;0;0;0;0;0;0;0;0;0;4;1;1;1;7;1;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;1;3;0;0;2;1;0;0;0;0;0;0;0;0
dZb_-YeZGUWlYNd-nOXRYg;0;0;0;0;0;0;0;1;0;0;1;2;6;0;0;2;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;0;1;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;1;0;0;0
DzHXDDT4QoEX847MEAFYiQ;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dzncF6n6MHJLXUo4_J6eig;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
dZpCzo4cbwLITa1aSfX-oQ;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;1;1;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0
dzSPa5kkpQIRjMOHvDUF_Q;0;0;0;0;0;0;0;1;4;0;3;1;1;3;1;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;3;3;0;0;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;5;2;2;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;3;1;4;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;3;2;6;4;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;3;3;4;3;4;4;2;2;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;5;2;2;0;0;0;1;0;0;0;0
DZZQhoOWmTcJi2iSBscV-g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
d_8bMNQd0mesbEUeq1U2kQ;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;2;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;1;1;1;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;3;0;0;0;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2;4;1;0;0;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;0;2;0;1;1;0;0
D_dR8uUXQ_8xuUDkmnisCQ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
d_f2yIJ8mkRXD_BnQ-yA7A;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0
d_PpdEoa0ZR46ShX4mfdSg;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D_VXbq6sCuqXuBbdPo9zpA;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;0;0;0;1;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;3;3;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
e-U3s4nPAR0OK4RprleF4g;0;0;0;0;0;0;0;0;3;2;1;1;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;1;1;1;0;2;5;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;4;1;0;1;2;2;0;2;1;0;3;2;1;0;0;0;0;0;0;0;0;0;0;1;4;3;3;5;1;2;3;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;3;1;1;3;1;0;2;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;3;3;1;0;6;2;1;2;0;2;0;0;0;0
E0365VMez3Z52gHcozi7XA;0;0;0;0;0;0;1;0;0;0;0;3;2;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;3;5;14;10;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;4;6;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;1;0;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;4;3;1;2;2;0;1;0;0;0
E0DwaRvT_QlMwBU679xSCA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E0f8jFeNaL8ARG-vq3apVA;0;0;0;1;0;1;2;1;2;1;1;1;3;2;2;0;0;2;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;3;0;1;2;0;0;1;1;4;1;0;0;0;1;0;0;0;0;0;0;1;2;1;0;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;1;1;1;1;5;2;4;2;2;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;2;1;4;8;4;0;0;2;1;1;0;1;1;0;0;0;0;0;0;0;2;0;0;0;2;1;2;3;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;2;1;2;0;1;1;0;2;0;0;3;2;1;0;0;1
E0iWLkCh25A05z-4_MdQwg;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
e0sHWHX_GxlhHIrHXbiQgg;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
e0vubCKi8KD8zC2C6FdbuQ;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;1;2;3;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;5;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;1;0;0;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;1;0;0;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;3;0;2;0;1;4;6;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;2;0;2;2;7;8;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;1;2;0;2;1;2;2;1;1;0;0
e0wJd1deF4Wl-etBC7nBgQ;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E13puj01cJq7X5gNU7kVWQ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
E1Pbi0RWfaeAaRXjBIX8Aw;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;2;0;1;2;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;4;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;1;4;4;6;2;1;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0
e1TRaM2GZq8qBFogZaNklw;0;0;0;0;0;0;0;0;0;0;0;2;4;1;1;5;6;4;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;2;3;2;3;4;3;5;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;3;2;6;5;4;2;7;3;1;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;4;5;2;3;4;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;9;5;10;3;4;3;2;4;1;0;0;1;0;0;0;0;0;0;0;0;0;2;5;7;11;8;10;12;8;6;2;5;2;1;0;0;0;0;0;0;0;0;0;1;0;1;3;6;6;7;11;12;1;2;3;2;0;0;0;0
E28ht8IEiO6FZbKktSo0Xw;0;0;0;0;0;0;0;0;0;3;4;7;4;6;3;3;4;5;0;1;3;3;2;1;0;0;0;0;0;0;0;1;0;0;3;4;3;4;1;5;6;2;4;4;2;2;2;1;1;0;0;0;0;0;0;1;1;3;2;3;6;2;2;1;4;4;5;4;2;4;2;0;1;0;0;0;0;0;0;0;0;3;1;2;1;4;1;2;9;3;2;3;3;0;1;2;1;0;0;0;0;0;0;0;0;2;4;4;6;2;5;4;4;9;6;6;7;5;4;1;0;0;0;0;0;0;0;0;0;1;4;4;3;3;5;13;7;6;5;12;7;6;4;0;1;0;0;0;0;0;0;0;2;1;3;3;9;5;3;1;7;5;3;1;3;1;2;1
e2BmliYf0c-P7sDzL4miYw;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
E2BMYajnI3USNpABFdBn6Q;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;4;4;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;2;0;0;0;0;0
E2F25cRcYf_bWtvbCht0EQ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
e34tIpveepWkpvOuv_boqw;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;0;1;0;0;4;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;1;1;5;2;6;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;0;3;8;9;14;4;5;3;0;0;0;0;0;0;0;0;0;0;0;4;0;3;1;4;2;4;7;5;6;6;3;1;0;1;0;0;0;0;0;0;0;0;2;3;5;3;1;1;0;0;0;0;0;0;0;0;0
e3izESeW0BUx0s96FdSLag;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;4;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;4;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;6;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;0;3;4;7;6;9;1;3;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;4;4;3;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;1;1;0;0
