business_id,full_address,active,categories,review_count,business_name,latitude,longitude,stars,,
6tq-oJui3bsePoAFn6x-sQ,1158 WWashington Ste 106 Tempe AZ 85281,TRUE,Mediterranean Restaurants,25,Sami's Gyros,33.442375,-111.955643,3,,
6TqwVXtz0cd2bCAp2IcCmA,931 E Elliot Rd Ste 110 Tempe AZ 85284,TRUE,Shopping Home & Garden Furniture Stores,6,Furniture Creations,33.348912,-111.928314,3.5,,
6Tt0mGKbMoAz1GsjkVhbMQ,4865 E Elliot Rd Phoenix AZ 85044,TRUE,Mexican Restaurants,73,The Original Burrito Co,33.348885,-111.978909,3.5,,
6TuM3UyFP9O9uzTP0dVZMw,7704 E. Doubletree Ranch Rd Scottsdale AZ 85258,TRUE,Pubs Bars American (Traditional) Nightlife Restaurants,39,Wally's Pub and Grill,33.564563,-111.915422,4,,
6TWRuHn24DL6vnW8Uyu4Vw,2470 W Happy Valley Rd Phoenix AZ 85085,TRUE,Mexican Restaurants,30,Chipotle,33.715007,-112.112973,4,,
6uHpB60vbJ6Qq8cw-zUx-w,5600 W Union Hills Dr Glendale AZ 85308,TRUE,Active Life Swimming Pools,5,Foothills Recreation & Aquatics Center,33.654585,-112.178477,4,,
6v0vQm3wXzaFoEywvpbnqg,9748 W. Northern Ave. Peoria AZ 85345,TRUE,Food Pizza American (New) Breweries Restaurants,63,BJ's Restaurant & Brewhouse,33.551733,-112.269279,3,,
6v2PcNRjJkTOzyF9VtwdoQ,2350 W. Happy Valley Road Phoenix AZ 85085,TRUE,Sporting Goods Shopping,9,Dick's Sporting Goods,33.71298,-112.11173,3.5,,
6vKgpermKi8PNDYD5mkpKQ,1940 W Chandler Blvd Chandler AZ 85224,TRUE,Music & DVDs Books Mags Music & Video Shopping,16,Zia Record Exchange,33.306041,-111.875663,4,,
6VpBO3WUToqfFQYEXnmD2A,8001 W Bell Rd Peoria AZ 85382,TRUE,American (Traditional) Barbeque Restaurants,8,Applebee's,33.637636,-112.230684,2,,
6VRbbNQe5ouWmwsMebUMkg,5626 W Bell Rd Ste A-103 Glendale AZ 85308,TRUE,Indian Restaurants,75,Tandoori Times 2 Indian Bistro,33.639035,-112.179887,4,,
6w-hwYu8Km3tKp0RFTp0bQ,21001 N Tatum Blvd Phoenix AZ 85050,TRUE,Department Stores Fashion Shopping,7,Marshalls-Mega,33.678615,-111.974607,3.5,,
6w2Vc591E3Ky-VE6o0UXbw,129 E Williams Field Rd Gilbert AZ 85295,TRUE,Food Burgers Ice Cream & Frozen Yogurt Restaurants,15,Freddy's Frozen Custard & Steakburgers,33.305936,-111.786838,4,,
6W9TRKrb72ZLl0h1KWvC1g,2010 S Alma School Rd Chandler AZ 85248,TRUE,Food Grocery Shopping Drugstores,14,Fry's Food & Drug Stores,33.276004,-111.858758,4,,
6whDz3tSnf75sV_1Jl7Hiw,1500 S Mill Ave Tempe AZ 85281,TRUE,Health & Medical Hospitals,5,Tempe St Lukes Medical Center,33.412901,-111.940036,2,,
6x2VNRhCYv5lgcT24S_sJQ,1726 E Southern Ave Ste 3 Tempe AZ 85282,FALSE,Argentine Restaurants,7,Capri Cafe,33.393005,-111.910786,4,,
6XbV5zaOc1hyiJpiNh0V1A,3896 E Baars Ave Gilbert AZ 85297,TRUE,Home Services Contractors,3,Richmond American Homes,33.281017,-111.706137,4,,
6xbzPLkyRX1fmfKp6RE8XA,3752 N Scottsdale Rd Scottsdale AZ 85251,FALSE,Bars Nightlife,5,BAR 350,33.491624,-111.926185,2,,
6xCGyy7exgjPcGCsCMCbKw,7330 E Stetson Dr Scottsdale AZ 85251,FALSE,Bars Nightlife,4,Drinx,33.499684,-111.923049,3,,
6xDQaprsX-GMl6umXeILPw,101 N 1st Ave Phoenix AZ 85003,FALSE,Greek American (New) Mediterranean Restaurants,7,101 Bistro,33.449799,-112.074714,3.5,,
6xnPUriIYokNaocrKRWMRw,725 S Rural Rd #120 Tempe AZ 85281,TRUE,Food Ice Cream & Frozen Yogurt,41,Yogurtini,33.422756,-111.925685,3.5,,
6Xw-SA9pgUVPjUsCYI26qg,4975 S Alma School Rd Chandler AZ 85248,FALSE,Food Grocery,3,AJ's Fine Foods,33.233372,-111.858356,4,,
6Y-6Y6sy6qOQHrWI37zR1Q,4920 W Thunderbird Rd Ste 117 Glendale AZ 85311,TRUE,Korean Restaurants,84,Chuhgajib Korean BBQ,33.611651,-112.165568,3.5,,
6y6-ohFv433LqZvhTtIuFw,4905 E Ray Rd Phoenix AZ 85044,TRUE,Arts & Crafts Shopping,6,As You Wish Pottery Painting Place,33.319379,-111.977875,4,,
6y74XfSybBDSOwpGmAOy8w,8230 E Raintree Dr Ste 109 Scottsdale AZ 85260,TRUE,Shopping Home Decor Home & Garden Furniture Stores,5,Artafax,33.619645,-111.903462,4.5,,
6YbF8_YCRDPXU0_iwh-sZA,1445 S Arizona Ave Ste 4 Chandler AZ 85286,TRUE,Food Juice Bars & Smoothies,28,Inta Juice,33.284744,-111.841024,4.5,,
6yuY73ycyyPiIG3zWkXqPQ,805 S Farmer Ave Tempe AZ 85281,TRUE,Food Grocery Farmers Market,39,Tempe Farmers Market,33.4216,-111.943891,4,,
6yVe_iet5qD7SzVMhRYYog,4253 N scottsdale Rd #200 Scottsdale AZ 85251,TRUE,Print Media Mass Media,11,944 Media,33.49817,-111.925638,2.5,,
6YWp7frmHKuPLYSlPyUdsw,15440 E Greenway Hayden Lp Scottsdale AZ 85260,FALSE,American (New) Nightlife Dance Clubs Restaurants,59,Barcelona Restaurants,33.625924,-111.924214,3,,
6YXNqpgPGTmhAU1YTHAR1Q,Sky Harbor Airport Terminal 2 3200 Sky Harbor Blvd Phoenix AZ 85034,TRUE,Fast Food Restaurants,4,Wendy's,33.435664,-112.01046,2.5,,
6zd_tZhd5kdKBj76ztjyTA,3111 W Chandler Blvd Chandler AZ 85226,TRUE,Women's Clothing Fashion Shopping Accessories Lingerie,8,Victoria's Secret,33.301372,-111.898649,3.5,,
6ZjiNJ8-MIaEDY5bm_5upw,250 N Gilbert Rd Mesa AZ 85203,TRUE,Shopping Nurseries & Gardening Home & Garden,5,Mow Power,33.420526,-111.788664,4,,
6ZLsBqO2cHECURCK8LeFsQ,2323 E Indian School Rd Phoenix AZ 85016,TRUE,Mattresses Shopping Home & Garden,3,Mattress Man,33.494797,-112.031212,3.5,,
6ZOhrKHArG8mTViSY5aSLg,12605 N Saguaro Blvd Ste 4 Fountain Hills AZ 85268,TRUE,Italian Pizza Restaurants,7,Rosati's of Fountain Hills,33.600577,-111.716315,3.5,,
6ZYt8IChJmH3Ra5IqnlivA,1342 W Warner Rd Tempe AZ 85281,TRUE,Sandwiches Restaurants,9,Port of Subs,33.334548,-111.961916,2.5,,
6_3qlgIlOIClHlIEDKEA_Q,University Center II Lot Phoenix AZ 85008,TRUE,Hotels & Travel,5,Zipcar,33.451857,-112.025408,4.5,,
6_fEp3GQ7X3fMfyZ18ZzrA,60 E Rio Salado Pkwy Ste 900 Tempe AZ 85281,TRUE,Home Services Carpet Cleaning Local Services Office Cleaning Home Cleaning Professional Services,4,Kiwi Carpet Cleaning,33.431043,-111.939239,3.5,,
6_M6kHjOPbv8_L3uwSqyVA,16th St South of Greenway Pkwy Phoenix AZ 85022,TRUE,Active Life Parks,21,Lookout Mountain Preserve,33.62802,-112.048144,4.5,,
6_nvD0eUrr6oN8djmJtaQQ,7555 N Pima Rd Scottsdale AZ 85258,TRUE,Arts & Entertainment Festivals,6,AZ BBQ Festival,33.553377,-111.891632,3.5,,
6_QjplxfPda-CxP_hAWj9g,2407 E Osborn Rd Phoenix AZ 85016,FALSE,Vegetarian Sandwiches Restaurants,12,Lowdown Cafe,33.48743,-112.029783,4,,
7-4FxYXhNUS2lhpUb_q5-w,5965 W Ray Rd Ste 20 Chandler AZ 85226,TRUE,Bars Nightlife Restaurants,69,Teakwoods Tavern & Grill,33.319766,-111.944694,3.5,,
7-vGQpfj0RcOD-Cy7CXDiA,2580 W Chandler Blvd Ste 3 Chandler AZ 85224,TRUE,Greek Mediterranean Middle Eastern Restaurants,30,Pita Heaven,33.306806,-111.88557,3.5,,
70CEMhOtK-l-7IifDvTlEQ,20745 N. Scottsdale Rd Scottsdale AZ 85255,TRUE,Food Grocery,5,Bashas',33.673201,-111.925404,3,,
70o5uUyIxrTqEdoFx6njew,400 S Arizona Ave Chandler AZ 85225,TRUE,Auto Repair Automotive Tires Auto Parts & Supplies,7,Pep Boys,33.296985,-111.841921,3,,
71jwNmlPbJsPZJWAdmj7ig,215 E Grant St Phoenix AZ 85004,FALSE,Bakeries Food Sandwiches Restaurants,11,City Bakery,33.440996,-112.070048,4,,
71xlcms6xF0jmrWzGrFKFA,16300 McDowell Mountain Park Dr Fountain Hills AZ 85269,TRUE,Active Life Parks,4,McDowell Mountain Competitive Loops,33.604102,-111.71889,5,,
72B9vtnmpitwZ_xALOCjlw,535 E McKellips Rd Mesa AZ 85203,TRUE,Medical Centers Health & Medical Urgent Care,5,Southwest Urgent Care,33.451149,-111.820107,5,,
72Hr_FKSpbVQl8oPEabaRQ,1605 S Gilbert Rd Ste 102 Gilbert AZ 85295,TRUE,Caterers Event Planning & Services Barbeque Restaurants,4,Cooper's BBQ,33.31081,-111.772012,4,,
72IU2HStQ7vlK-1-SyhOiA,8110 W Union Hills Dr Ste 300 Glendale AZ 85308,TRUE,Beauty & Spas Nail Salons,6,My Inails,33.65379,-112.23381,4.5,,
72pUqCkncwVVn65cIiX8aA,3914 E Chandler Boulevard Phoenix AZ 85048,TRUE,Restaurants,3,Kfc,33.305666,-111.999568,2.5,,
730M13RDJy3gfhcWICUipg,8285 W Union Hills Dr Ste 107 Glendale AZ 85308,FALSE,,7,Pronto Mexican Food,33.652485,-112.235937,3.5,,
732Z5HGLEEBjAgXxfnuXlQ,10605 N Scottsdale Rd Scottsdale AZ 85254,TRUE,Delis Sandwiches Restaurants,37,Jason's Deli,33.582801,-111.925759,3.5,,
74hGYtpaERi2FYKo5bP99Q,93 E Southern Ave Tempe AZ 85282,FALSE,Pool Halls American (New) Nightlife Restaurants,10,The Sets,33.392875,-111.937591,3,,
74NT13vpDleoNrkxQdEpsQ,1635 E Camelback Road Phoenix AZ 85016,TRUE,Restaurants,6,McDonald's Restaurants,33.508765,-112.04624,4,,
74qDPs2dR6gSzDp6N1U-Og,13291 W McDowell Rd Ste E7 Goodyear AZ 85395,TRUE,Restaurants Italian,51,Sal's Tuscan Grill,33.463092,-112.34477,4,,
755-2byE2zGMoMBR95UABg,8658 East Shea Boulevard Scottsdale AZ 85260,FALSE,Food Coffee & Tea,8,Inza Coffee,33.58211,-111.893625,4.5,,
75nCduGIgSiuH-kwcgHb_A,3131 E Thunderbird Rd Ste 42 Phoenix AZ 85032,TRUE,Tanning Beauty & Spas,3,ProTan USA,33.609866,-112.013801,2.5,,
76d9NCIIZlzU12Oa-QUJog,7401 E Frank Lloyd Wright Blvd Scottsdale AZ 85260,TRUE,Mongolian Restaurants,23,Genghis Grill,33.636622,-111.921078,2.5,,
76NkpkpM0c83t4oBPMvUSQ,9198 N Hwy 79 Florence AZ 85132,TRUE,Hotels & Travel Bed & Breakfast Event Planning & Services Hotels,5,Rancho Sonora Inn & Rv Park,32.960398,-111.338143,5,,
76WcCxs_i9LHA2fxzse4uQ,18333 N Thompson Peak Pkwy Scottsdale AZ 85255,TRUE,Active Life Hiking,22,McDowell Sonoran Preserve,33.649472,-111.858558,5,,
7765I13WTqRC0OoOQSz2Jg,1440 E Broadway Rd Tempe AZ 85282,TRUE,Home Services Real Estate Apartments,8,Haven,33.409195,-111.914181,2,,
77oW-QeIXbUoTbUbrdD2aA,7700 E Roosevelt St Scottsdale AZ 85257,TRUE,,6,Scottsdale,33.458172,-111.914679,3,,
77tMP3nG9TH0rrhf6G4g6A,Parkway West 12601 N Paradise Village Phoenix AZ 85073,FALSE,Bars American (Traditional) Nightlife Restaurants,5,Lager Fields' Micropub and Grill,33.642178,-112.010239,2,,
78coUZv_3DhkwKqyoZ_KfA,2270 E Willaims Field Rd Ste 724 Gilbert AZ 85233,FALSE,Food Ice Cream & Frozen Yogurt,11,Yogurberry,33.3518,-111.8036,3.5,,
78IaYCf9ktUep4UhhjXbTg,3111 W Chandler Blvd Suite 2100 Chandler AZ 85226,TRUE,Food Desserts American (Traditional) American (New) Restaurants,72,The Cheesecake Factory,33.302246,-111.897967,3.5,,
78LKm6R1xvFDvZJQY8O15Q,3414 N 40th St Unit 2 Phoenix AZ 85018,TRUE,Food Farmers Market,3,Wholesale Organic Chicken Feed Buyers' Club,33.488699,-111.99551,5,,
78MMooWF0817lobOBJHHxQ,3875 S Priest Drive Tempe AZ 85282,TRUE,,3,Quiktrip #467,33.389409,-111.960388,5,,
78xIdwF2ZpsJF5xLK8EbCg,4326 W Bell Rd Ste 1 Glendale AZ 85308,TRUE,Food Ice Cream & Frozen Yogurt,6,Baskin-Robbins,33.639701,-112.153611,3.5,,
79XqVV2PAU-adnTO1c3i_g,5000 S Arizona Mills Cir Tempe AZ 85282,TRUE,Women's Clothing Fashion Shopping,3,Motherhood Maternity Outlet,33.385285,-111.964558,4.5,,
79_ximd9-lVcXcWqZy8RgA,7014 E Camelback Rd Scottsdale AZ 85251,TRUE,Japanese Restaurants,8,Sarku Japan,33.502594,-111.929676,4,,
7A792nNUEhTfE26q1X_2tQ,2303 E Indian School Rd Phoenix AZ 85016,TRUE,Bars Gay Bars Nightlife,3,Anvil,33.494667,-112.031021,3.5,,
7a8nSGq152yAkKVKmsqpng,36889 N Tom Darlington Dr Carefree AZ 85377,TRUE,American (New) Restaurants,70,Cafe Bink,33.820937,-111.922845,4,,
7Agy-b2_70zT8a460kQSAg,1835 E Guadalupe Rd # 110 Tempe AZ 85283,TRUE,Veterinarians Pets,6,Gentle Care Animal Hospital,33.36376,-111.909529,5,,
7AHd-F65U_ikSsHxhIaBQA,5290 S Power Rd Gilbert AZ 85295,TRUE,Sandwiches Restaurants,3,Subway,33.320058,-111.688728,2.5,,
7aS0iFpab3XHFQrRGMOKXw,2530 W Happy Valley Rd Ste 1261 Phoenix AZ 85085,TRUE,Vegetarian American (New) Mediterranean Restaurants,36,Pita Jungle,33.713107,-112.113011,4,,
7AX9fPx7s2c59ckjFojT8g,7077 E Mayo Blvd Ste 120 Phoenix AZ 85054,TRUE,Electronics Shopping,4,Starpower,33.655102,-111.925843,4.5,,
7BmhTr-znSgYECcv3bfvSw,15820 N 84th St Ste 100 Scottsdale AZ 85260,TRUE,Active Life Gyms Trainers Fitness & Instruction,3,Zone Athletic Performance,33.629858,-111.900187,5,,
7CaKZrLu_f0I4hkngBGxUA,9617 N Metro Pkwy W Ste 1172 Phoenix AZ 85051,TRUE,Massage Beauty & Spas,3,Just Relax,33.573647,-112.124689,4.5,,
7cfh_iFrzh2489palOKKmQ,1021 N Gilbert Rd Ste 108 Gilbert AZ 85234,TRUE,Auto Repair Automotive,7,Network Automotive Service Center,33.368645,-111.789699,3,,
7cP7WFmWiTVh-raIL3N_Vw,816 N 3rd St Phoenix AZ 85004,FALSE,Bars American (New) Nightlife Restaurants,224,The Roosevelt,33.45716,-112.069978,4,,
7csrFXGe4mIVpHL-GcD9ZA,10460 N 90th Street Scottsdale AZ 85258,TRUE,Restaurants,3,Applebee's Neighborhood Grill & Bar,33.581087,-111.887185,4.5,,
7cVa40CK9RtkPaUYkVvmsA,7051 E 5th Ave Ste F Scottsdale AZ 85251,TRUE,Hair Salons Beauty & Spas,3,Molli Cody's Hair Studio,33.497836,-111.929223,5,,
7DADQydfAe25ZW0k3rSnpQ,3411 N 5th Ave Ste 207 Phoenix AZ 85013,TRUE,Doctors Health & Medical,3,Woman To Woman Total Care,33.488292,-112.080757,3.5,,
7Dha77dC5r8H6KDHR9DWaQ,2800 W Sahuaro Dr Phoenix AZ 85029,TRUE,Home Services Real Estate Apartments,3,Timbertree Apartments,33.583862,-112.11921,3.5,,
7DHcXMLmOgLpIAJSsYKW7A,8469 E Mcdonald Dr Scottsdale AZ 85250,TRUE,Shopping Drugstores Beauty & Spas Food Convenience Stores Cosmetics & Beauty Supply,6,Walgreens,33.523554,-111.89821,3.5,,
7Dzlie2ESR74yXWZ0NClLg,1410 S. Country Club Drive Mesa AZ 85210,TRUE,Hotels & Travel Event Planning & Services Hotels,4,Quality Inn & Suites,33.38909,-111.84019,2.5,,
7EFNxJUVQtF3jS1P6qsweg,200 S Arizona Ave Chandler AZ 85225,TRUE,Seafood Restaurants,9,Pirate's Fish & Chips,33.300428,-111.8419,3,,
7EoW1PjL84fiET_Uz5mjmQ,940 N Alma School Rd Chandler AZ 85224,TRUE,Pizza Restaurants,3,Domino's Pizza,33.321161,-111.858807,2.5,,
7eUFOcfxuXDdrHGVSp3_9A,1845 E Broadway Rd Tempe AZ 85281,TRUE,Italian American (New) Mediterranean Restaurants,62,Herb 'n Flavors,33.406573,-111.908112,4,,
7fdAFixba3JDk0pCCiAx8w,2843 N 71st St Scottsdale AZ 85257,TRUE,Plumbing Home Services,4,Kevin's Classic Plumbing,33.479597,-111.929127,5,,
7fJgNpljbi1d7wjdsPcPcw,2640 W Thunderbird Rd Phoenix AZ 85023,TRUE,Fast Food Restaurants,5,Wendy's Old Fashioned Hamburgers,33.611402,-112.112968,2.5,,
7Fk9LIRvalyMkeHNea3u2g,1536 N Higley Rd Gilbert AZ 85234,TRUE,Burgers Fast Food Restaurants,3,McDonald's,33.378138,-111.722755,4,,
7FLivO-e_4SmyNxr83aIaw,13811 N 7th Street Phoenix AZ 85022,TRUE,Veterinarians Pets,6,Desert Hills Animal Hospital,33.611764,-112.064852,5,,
7fWPKr3g18w2xpzalLvv6w,Pima & Frank Lloyd W Scottsdale AZ 85250,TRUE,Food Health Markets Grocery Specialty Food,4,Hi-Health,33.62964,-111.889816,3.5,,
7g6RKMzdxnwe3qbtGPP-1w,4356 W Thunderbird Rd Glendale AZ 85306,TRUE,Barbeque Restaurants,5,Tha Spot BBQ,33.611161,-112.153974,5,,
7G7B7_eHu9_oPBOinDq0Lg,635 N Country Club Drive Mesa AZ 85201,TRUE,Department Stores Fashion Shopping,3,Dollar Plus,33.42657,-111.839889,4,,
7gqfvtBQs2c1Q2nyfXn6Yg,1737 E Broadway Road Tempe AZ 85282,TRUE,Department Stores Fashion Shopping,3,Dollar Tree Stores #2814,33.40744,-111.909842,2.5,,
7gU09QvdWByEsgr45JQ-rA,15768 N Frank Lloyd Wright Blvd Scottsdale AZ 85260,TRUE,Food Bagels Delis Restaurants,9,Einstein Bros Bagels,33.628871,-111.886982,2.5,,
7hmTTGJHKfAw82uT4kIxvQ,12450 N 32nd St Ste 1 Phoenix AZ 85032,TRUE,Shopping Optometrists Health & Medical Eyewear & Opticians,6,Paradise Valley Eye Care,33.600391,-112.01344,4,,
7hSJeXOYrFcr27H4e7H3rQ,15452 N Pima Road Scottsdale AZ 85260,TRUE,Sporting Goods Shopping Golf Equipment,6,Golfsmith,33.647095,-111.892827,3,,
7i5phUp95guwx68g0MR-OQ,1017 N Dobson Rd Ste 107 Mesa AZ 85201,TRUE,Barbers Beauty & Spas,4,Gentleman Joes Barber Shop,33.432869,-111.871831,5,,
7i8eNw1-tdgVcfAiNib6wg,305 W Washington St Phoenix AZ 85003,TRUE,Greek Restaurants,26,Crazy Jim's,33.448129,-112.077876,3.5,,
7IBQ6DomcORtlwCO1QNxBA,2310 W. Happy Valley Rd Suite 1019 Phoenix AZ 85085,TRUE,Active Life Gyms Trainers Fitness & Instruction,3,Anytime Fitness,33.712992,-112.110696,4.5,,
7iFL3b8m4PT0kxosv-SB_A,15603 N 59th Ave Glendale AZ 85306,TRUE,Pizza Restaurants,28,Ray's Pizza,33.626509,-112.18554,4,,
7IfZTV9Bk8nKfpCrk_rT2w,3111 W Chandler Blvd Chandler AZ 85226,TRUE,Skin Care Beauty & Spas,3,Aveda Environmental Lifestyle Store,33.305681,-111.897553,4.5,,
7IlOc6v_wHXLm5GFPGF0Fg,330 S Gilbert Rd Ste 20 Mesa AZ 85204,TRUE,American (Traditional) Restaurants,3,Salvadoreno Restaurant,33.409003,-111.78842,3,,
7IqIGPN8z_R8qEye6J6dpA,Phoenix AZ 85073,TRUE,Auto Repair Automotive,3,We Fix Ugly Bumpers,33.45,-112.07,2.5,,
7IRQXpt5fB6sFEpbWfU7zQ,2606 E Indian School Rd Phoenix AZ 85016,TRUE,Hardware Stores Building Supplies Shopping Home Services Home & Garden,5,Marvel Building & Masonry Supply,33.495318,-112.025238,2,,
7J8PfzyCGYlNIK8_8vn4XQ,10816 N Scottsdale Rd Scottsdale AZ 85254,FALSE,Shopping Baby Gear & Furniture,4,Mother's Milk Boutique,33.584911,-111.926361,3,,
7jDidqb3PJDdq7gTsexokQ,13973 W Indian School Rd Litchfield Park AZ 85340,TRUE,Auto Repair Automotive,6,Wilhelm Automotive,33.485485,-112.359275,3.5,,
7jJ1BDPCQ-oM7nmQeKh5Rg,10101 E Bell Rd Ste A103 Scottsdale AZ 85260,FALSE,Food Ice Cream & Frozen Yogurt,4,Frostyberry Frozen Yogurt,33.639419,-111.864038,3,,
7Jmri1RCl9Ksmpi5EoIOZQ,3111 N Central Ave Ste 110 Phoenix AZ 85012,TRUE,Sandwiches Restaurants,16,Duck & Decanter,33.484682,-112.073499,3.5,,
7K3xiP-5sj_x3QWHlIFFxQ,1947 S Signal Butte Rd Ste 101 Mesa AZ 85209,TRUE,Bars Sports Bars Nightlife,20,Native New Yorker,33.379859,-111.601427,3.5,,
7KADJo5rdkV5MWxnWagfZg,4250 E. Camelback Rd. Ste K205 Phoenix AZ 85018,TRUE,Massage Beauty & Spas,3,Suzie SuChi,33.511272,-111.988814,5,,
7kAXbY8hjHhC-nZKR2Embg,1125 E Rio Salado Pkwy Tempe AZ 85281,TRUE,Active Life American (New) Golf Restaurants,17,ASU Karsten Golf Course,33.429263,-111.922006,4,,
7KB3eQJASverUUah-I_0ZA,3233 E Chandler Blvd Ste 6 Phoenix AZ 85048,TRUE,Chinese Restaurants,13,Pei Wok,33.304846,-112.012594,3.5,,
7kBYyMuZd7FpkzRDp2oREA,7014 E Camelback Rd Scottsdale AZ 85251,FALSE,Food Specialty Food,3,Harry and David,33.502594,-111.929676,4,,
7KCLeDNdFDkdoA6MUavxwQ,424 E Monroe Avenue Buckeye AZ 85326,TRUE,Mexican Restaurants,10,La Placita Cafe,33.370799,-112.585455,3,,
7kKOmFM1HBtJY3gMT5Lj-g,820 N 54th St Chandler AZ 85226,FALSE,Mexican Restaurants,8,El Pollo Loco,33.316239,-111.968917,4,,
7lB6Yr3KCe9DVnbs1ihpMw,14175 W Indian School Rd Goodyear AZ 85338,TRUE,Food Food Delivery Services,3,Domino's Pizza,33.484439,-112.364213,4,,
7LbqRnM6DPbLuBV4DGi5iA,10590 N 90th Ave Peoria AZ 85345,TRUE,Mexican Restaurants,9,Taqueria Los Angeles,33.580527,-112.254228,4,,
7lbvsGKzhjuX3oJtaXJvOg,5000 S Arizona Mills Cir Ste 590 Tempe AZ 85282,TRUE,Women's Clothing Men's Clothing Fashion Shopping Accessories,5,Forever 21,33.385285,-111.964558,3,,
7LGjM8HKJTwqfYU3C7N_0w,Pointe Hilton Squaw Peak Resort 7677 N 16th St Phoenix AZ 85020,TRUE,American (New) Restaurants,40,Rico's American Grill,33.548933,-112.046248,3.5,,
7lp13T_FUmX1XjU2wen_qw,10315 N Scottsdale Rd Scottsdale AZ 85253,TRUE,American (New) French Restaurants,61,Razz's Restaurant & Catering,33.580242,-111.925831,4,,
7LrUXau46tXRsLzJuQtarQ,995 E Ocotillo Rd Ste 1 Chandler AZ 85249,FALSE,Pizza Restaurants,4,Mama T's Pizza,33.24665,-111.824692,3,,
7LuKiasIyGUEo7uipN10Eg,3614 E Southern Ave Mesa AZ 85206,TRUE,Hawaiian Restaurants,32,Mokis Hawaiian Grill,33.395099,-111.753021,4,,
7m93HSBV1UrdHZBJwdUVJA,6186 N Scottsdale Rd Scottsdale AZ 85253,TRUE,Breakfast & Brunch American (Traditional) Restaurants,84,J. Alexander's,33.527197,-111.925911,3.5,,
7McTmo8UxlqUlvDNXcMOWA,9008 N 99th Ave Peoria AZ 85345,TRUE,Pizza Restaurants,6,Chrissy's Nino's Pizzeria,33.56627,-112.276611,4,,
7MgPdPftHcoxeZlmPTewTg,Scottsdale AZ 85250,TRUE,Plumbing Home Services,4,Roto-Rooter Plumbing & Drain Service,33.524364,-111.898592,3,,
7miIV1zxMIn4_rJLPZCpZg,3950 N 7th Ave Phoenix AZ 85013,TRUE,Post Offices Public Services & Government,4,United States Post Office,33.493246,-112.083394,3,,
7n3_Dg8SCgoPjKYjcp62QQ,1649 S Stapley Drive Mesa AZ 85204,TRUE,Arts & Crafts Shopping,3,As You Wish Pottery Painting Place,33.38323,-111.802694,5,,
7N8RPhvOJ4z8iSz9djLqFA,3370 N Hayden Rd Ste 123 Scottsdale AZ 85251,TRUE,Local Services Shipping Centers,4,The UPS Store,33.486279,-111.910206,2.5,,
7nCJo8-vL9iGWzW6FjySvA,1934 E University Dr Tempe AZ 85281,TRUE,Food Specialty Food,3,Vegetas,33.42207,-111.90332,5,,
7NKBHVMIjnsO2OmcAfsC_w,6318 S Higley Rd Ste 106 Gilbert AZ 85298,TRUE,Food Ice Cream & Frozen Yogurt,4,Aspen Leaf Frozen Yogurt,33.235363,-111.721962,4,,
7NN40EKNb_KaqemxxSH8Wg,5000 S Arizona Mills Cir Ste 235 Tempe AZ 85282,TRUE,Burgers Restaurants,16,Johnny Rockets,33.385285,-111.964558,3,,
7ntQeXCgfRU0GazrP5TG9A,9425 N Black Canyon Hwy Phoenix AZ 85021,TRUE,Hotels & Travel Event Planning & Services Hotels,6,Towne Place Suites,33.572269,-112.115428,1.5,,
7o1swYuci1PGk7QCwHeMfQ,1810 W Baseline Rd Mesa AZ 85202,TRUE,Pets Pet Stores,6,Aquarium Arts,33.378996,-111.873748,4,,
7O2an_4z_AHg3oczNf7oig,43 E Broadway Rd Tempe AZ 85282,TRUE,Local Services Shoe Repair,12,Broadway Shoe Repair,33.407411,-111.938973,5,,
7OdqAh6AtarRa33a0_mlZg,1229 E McKellips Rd Mesa AZ 85203,TRUE,Food Coffee & Tea,4,Starbucks,33.45118,-111.80299,3.5,,
7oq94zFeIx169iLXa268XA,10830 N Scottsdale Rd Scottsdale AZ 85254,TRUE,Fashion Shopping Sporting Goods Accessories Women's Clothing Sports Wear,6,Active Body,33.585638,-111.926418,3.5,,
7p0OI2Ld46-EzJkRHGQEJQ,3414 N 40th St Phoenix AZ 85018,TRUE,Shopping Nurseries & Gardening Home & Garden,46,Baker Nursery,33.488699,-111.995493,5,,
7P9XY8EoBr-Ksoh3Xtq0Xg,15643 N Reems Rd Ste 104 Surprise AZ 85374,TRUE,Beauty & Spas Nail Salons,8,Wild Nail,33.626292,-112.393742,4,,
7pj0w2wN4LWhvTCPz78h1Q,2435 S 47th St Phoenix AZ 85034,TRUE,Restaurants,3,Rennick's Restaurant,33.425077,-111.98091,3.5,,
7pNagv71UAR4Z3ccF8JWLQ,5841 W Thunderbird Road Glendale AZ 85306,TRUE,Restaurants,3,Burger King,33.610358,-112.184793,3,,
7PS_ozDjv5NnpdZGcOsDvQ,2711 S Alma School Rd Ste 14 Mesa AZ 85210,TRUE,Korean Restaurants,28,Korean BBQ,33.365944,-111.858746,3.5,,
7pxa5tueoEcmt6hztqsz2A,701 W McDowell Rd Phoenix AZ 85003,TRUE,Asian Fusion Restaurants,68,Pei Wei Asian Diner,33.466112,-112.082949,3,,
7QrQVczp02Id2x_ItmidHA,4334 W Thunderbird Road Glendale AZ 85306,TRUE,Pet Groomers Pet Services Pets,3,Bark & Purr Pet Grooming,33.610807,-112.152513,5,,
