user_id,name,average_stars,review_count
EKmFxaaYVE8rRKfftyn1yw,Steve,3.67,3
ekMRQH5dkzB2mglNBcNh7Q,Lana,3.9,62
ekoJ8iXCh4sgl6CtKko5sQ,Sue,5,2
EkRU_CMPD-SvLwyWtCxeNA,Kim,5,1
Ekti4X6-8dGlp7iM9ChXDg,Tom,3.67,3
eKtvFTXmlzeijTOSdB0zZQ,Alan,3.78,98
ekTvGeai6FR0p1CKw-oSYQ,Caroline,5,2
eKTZv1upkNLR5X2HSNd1fA,Kel,3.64,47
EKUTzT9CK02SFYmxT_DaCA,Tiffany,3.64,14
EkUzeQxt2bTsl16OsFgiQg,Daniel,1,2
ekVcadzsYQcUzaVmUgioZQ,Amy,5,1
EKVKs4QaGtACjT-va1pFPw,Caitlin,3.91,171
EKwGhgLrM18ErVKKeYE2UA,Lorena,3.59,305
EKXYxm3gzsTMzOBbxw8rNg,Michael,5,1
ekyOz-kj3GZA_GPYBB7FaA,Heidi,3.83,63
EKzTErCO4ZbV56490wMP6A,Philip,5,1
Ek_bCqgFtyVT9-ozJhwwwg,lesly,3.43,177
Ek_t82OUnerdlO0D-GVcxA,Joanna,3.33,348
El-nrOv6QtsmsOnkXQDknQ,Mark,3.71,388
eL-pnXODdyMwABMmLOrwKA,Brian,3.81,477
el0cS39lZm6Il2_ufXnV_g,Kim,3.24,17
El1Q48x6ZfofQmaBZTrduQ,Janet,5,7
EL28IA7FNLgQsI0T--vJsA,Reina,4.08,180
eL2AbD_vXdP57eewFH21lQ,Tabatha,3.85,67
EL4pxviMP9vHLZXIZBwSiw,Joan,4.21,52
el568k5YpyQCVzdnoACUhg,Jose,2.62,13
eL86ynyiSgNRQe2KohgTLA,Karlie,3,2
el9PnKmhqfp8DHmXxdgQbQ,J,3.25,4
elBPPGDx6W3k5mu_SL0hag,Michael,3.27,37
ElbX9XDfzc8OqsrcnsfXbg,John,3.84,102
ELBxa5qWT5bFm7huif2bHA,Jon,3.14,43
ELFrdF9n7Av2s9fjG3jzpg,Ashley,3.97,35
ELGqjo_KHYFqXyVhr3spiA,Maritza,4,8
eliGXCYoMxymGCEvw01alw,Rachel,3.88,153
eLIQPTKwXdp2thXP8MPz1w,Angela,3.78,9
ElJy1o7brQ9O4zxNF5PQYg,Justin,5,2
ELKwr0GCV9C4m83wd1veuQ,Michael,2,4
elky2d_5xHX4AH3M8GGiow,July,4,1
elL5AEEYIPfQnzI_JCGk7w,Lisa,4.35,37
ELlvcyuGYvHN8qDE4DTTZA,Jessica,4,2
Elmc54TEuvcT_8GfzaToEA,Christine,4.75,4
eLOGS2cLzi-RKBqdOPpw8A,Jeff,2,1
ELP0lzO-TkUEPWH6CJ6xWQ,Deanna,2,9
eLq7cmvN9_EjNfXpl6D6LA,Jill,2.75,4
elqdh2kCUlKXOrSpTGWMvw,Ciara,2,2
elRoesOnErEsI4zkK3hR5w,Edward,5,2
elr_JvR_8UoGSe5xg-f0Fw,Tony,3.42,116
ELs6YvxVFdvNTUW3huAAmA,Ryan,5,1
eLSCi6yjVuq2bXQmDiqAng,Kirk,1,1
elVKwKqblMu7lvY12hAbyg,Davis,3.14,37
eLwTl7CTvx10D1sFy7IX3Q,Papa,3,2
elxoaRdYbds_9i5FPeRoCA,A,1,1
ELyw4GuiXz4DQdubkHO_Zg,Adam,5,1
ELzKYmr0EXuCUG-gKgBGpQ,Joe,3.67,241
elzVsq5Zt9_95gD1yh4Fgg,Howard,5,6
el_BsZHqhCZK_VG27TyPBA,Joe,3.38,72
em1bLtkuN9rJnzziRFfzvw,Stephen,5,1
Em2bTTjrk-Rp4Yba0Xr4eg,Philip,4.44,9
eM2DncdyycVI2CtNlxxprw,Dave,3.62,9
Em2fdcWI-OW4ibvKnROsww,Young,3.5,6
eM6e0FW7VpFOH4esaL7Qcw,Dense,5,1
EM8gIxsVnIfW0Q3jeUMSgg,Tim,4.5,2
Em8tWUhUj-S6Twy5feX2zw,John,1,2
EMBB8MNOWflNio6hFDq5Ng,Captain,3.15,180
emb_C0VedxgAqVvq2ulq0w,L,3.82,150
EMc72I5KbhP76GI365zLaA,Jackie,2.75,8
eMCUimoxvpMW9cdHI1n1NA,Joyce,3.4,509
EmCYM2jPtMduSUuiJQmQqA,Wenda,4.38,8
emDHHDoKce35amdO2yAHpw,Robert,5,2
EmdTYH8B1OZ0a1hCFQQ34A,Natalie,4.5,6
EMeHMtwNigD0XK2kNo9APA,Mike,4.2,5
emfBwRADK9aOBjwlmApbAQ,Andrew,4.12,8
eMFD4FA8NVAlUAeBl4EVNw,Scott,3,9
EMgHb1vT7aSrEp6QCjXxMQ,Rachel,3.82,342
eMHnqR91Fw9KDZc0YrmXLQ,John,3,7
EmhZYr6vt4vf0NIuQHrw4g,Sheryl,5,2
Emio60SGi8p0-gLOImiecQ,Ryan,3.33,3
EMkfNkrj5fXB_mGlkB416g,Sarenson,4.38,8
EML1k3qEIuggzThWVHcTeA,Patty,5,2
eMlASho8zJah9oy2TASw8w,Ryan,3.2,5
EMLEE7T0HScynyuVPw56hw,Dan,2.86,8
EmloVy5Bgbnv_VFm_oftKw,Dot,4,1
emMJgNYUvKTLnTtjVfGj3w,Dan,5,1
eMmo2Fsn-CdGSd7pn-UeSQ,Jinnifer,2.92,13
Emn6ewWHXwoTm0Gwe86paQ,Cristin,5,1
emNXAAschSlcvqmDZFj5TA,Brady,4.28,30
EMpFiVyiaMS58XsLZdS6vA,Carey,3.4,6
EMrSPnMPibBQlvn6wxH70Q,Patricia,4.43,7
emsiinAn0aqY4uTK9QFrVg,Kelly,3.94,48
EmttwFPunQuZXewHWjigew,Charlene,3.67,12
EMTvHhJ4b_jcArPD7U_Hig,patrice,3.73,37
emu0l6MhOisx92hKMYT2Vw,Robin,3.41,86
EmV-u43_95DLayUfT0Ji7g,Moe,4.25,4
Emvo5fKADSbyQzAJJ2cBYw,Melodi,4.8,6
EMy6UdnvSUhOA40CPgFa_A,Hamilton,4.21,48
eMYYxDX7E_KxYV-Y6BljIA,Kolacka,3.69,42
EMZ5PxOcx55uZYOfVCk1tQ,Emilio,3.62,185
emZAquXTVmrfI5Dm_CEI8g,Alicia,5,1
EM_29GgoNCzaD33BuVy9pQ,Sue,3.3,30
EN-BTXig5Ym5zM7QF_yTwQ,Matthew,5,1
en0pB9_MfdxEUmcgcUNwrQ,Jessica,3.57,77
En0RVxfts0bexN-RL5lysg,Ray,3.5,6
En49XRQ7prj-dUfavo3v9w,Kirstin,4.29,7
EN4uD2S9DSqyu1ZReIX9bA,Cuff,3.05,63
EN7k4-QWKxStaJiSHBt7RA,Yvonne,5,1
eNADBi_K1Gr0HQZG8QWJNA,Nicole,2,1
enAPPXvRXcZ5JJI5sXR6Cg,Kyla,4.33,5
enBGN19RgxuzlyRv1IFtnQ,Kate,2,5
Enb_ZJ8WciiZuEv606po1w,Shell,4.45,67
eNCju89JtSmcRSVI8Z5LUQ,Dan,1,2
enD3soG1PXoBx60R9oXb3A,Ruth,1,1
Endey1wjua6dAvNI_M46hA,Carla,4,2
EnDMUURKt0WovFx8XjDrMg,Noga,3.9,10
ENE_ttnjB3WyJpWQM1TIRA,kathy,5,3
eNf1gPW9hRslGcrqN_X0pg,Troy,3,10
EnFaQhSKjLS8e9H3ou76zg,Francisco,5,4
enFhDHs_Dif3aloVHFwY0g,Erick,3.33,4
ENFOC6dIN7nX5jOZ52fWFQ,Heather,3.41,150
engDBDCpr56s1wt96JLDng,Deliah,4.38,41
eNghycuLBSMrCL7i80qL_w,Brian,2.4,5
enIF8FQdcOP_en9-uzGKpQ,Sandra,4.67,4
EnipiNPKNcU-GOet7FMSdA,SHAWN,4,3
ENJpS6i-s9hWiQg9ZGwevQ,Sol,3.89,44
enJVjoQasTLB51ENw09iZg,Kathy,3.86,7
enKr3RZalPO3kNqNu33XWg,Chris,4.33,3
ENKwDOQ7PBEBMYHxRzgHQw,Shana,1,1
ENm9toO_hoH0Euj64err2w,Lee,1.5,2
EnmBJTTxVIKeJLR-skQx8Q,Erin,3.65,20
eNmvc7sxqNMvdUdU27m2EA,Rachel,4,12
ENP7kSDtGdgrEkJgeWUIwA,Julie,2.71,7
ENR8W_G2ZuVYWeZsztGkQQ,shawnee,4.5,8
eNrtdrGazNbdiQRmOr5EXw,Kat,3.83,438
ENRUwNYg3J5liMUF665seg,Evan,3.99,85
ENsityRQLdrCn9T79E8zXg,Christine,3,2
Enu9wMbeIQ-NMypyqgI_8g,Phillip,1,1
eNUtaWdbv87nxrFCHlCsjQ,Liz,4.09,23
EnvG_kewvG5PqUqNSgs9Iw,christina,3.52,21
envV6gVZ5UlNmkSrYhEFog,Brian,5,2
ENWzOCDl27HrvQ-afi8RmA,Ivette,5,1
Enz2ZUxS8CnaVrAE4Wu9dQ,Theresa,3.67,3
Eo0o6m0gKBMgmooN_ZeFGw,Beth,3.03,119
EO0zHt5wb2OOaSYRQHulgg,Alexandra,3,1
EO5Q9yRT7LP00iQYpSNuhw,Chris,2,1
eoAqEV-ZgdxQ1Y8QxZI5jA,Michelle,3.24,421
eOc7uEbXOOzYzDyiBVKpLQ,Richard,3.72,33
eOdlOpCMq89UUk9wyeLO1g,B,3.55,150
EoED88dylPz1AClF8pPc1g,Amy,3.83,18
EoeH6kWRpffT7-csqm8Ivw,Ra'ed,3.12,8
EOgFe505FwuNI2mgKJY7cQ,Jack,3.75,85
eoHRVWFl0sGc5ABljL079w,Laila,3.4,461
EOHSt_rokxvi0nvVz9aUYw,His,3.46,91
eOHxACRWXUC1t4TfanUt7A,Stephanie,1,1
eOJ3T21XSS0d5lKGvIeXmg,Bridget,5,1
eoja_M3_xcYF5_HcBoZ8gQ,Nick,5,1
EOlGkRn-83UnF7634dOUKw,Raymond,3.84,171
eoLIzAePB0FGTWQgwPDdWw,Jim,4.5,2
eoLjLWPeJymzmk4Dc_PtJw,Time,3.76,21
EOLRikjQxTIpXB4aV1hbPQ,Kirk,3,5
EOm8N92ebSzKWdyp4UmztQ,Tess,4.5,2
eooaoZsi85OrA_lwwdPkyA,Jack,4.29,8
EOpcJ25dLCt8YGJ95ENzSA,Christopher,3.94,16
eoRVezPaHnx2Iwl4kF1zUg,Olga,3.75,10
EOsEqgg4o3uRho6kenZI8g,Rick,4,1
EosTClvn_HRMwhlu60QUCQ,Carrie,1,1
EOSTFkjEQpcf6DyDJq7gWA,Steve,5,1
EoswR0pXxeq5X2riYzlvow,Roo,3.6,6
EoTooNBcxu0Hy0-XeZI8aw,Carina,3.26,625
eouR3mS7cXesPMWSqSwl5A,Manisha,4,3
eovbigPsdg3kv5yI-B_skw,Cliff,1,2
eOVVhdtQWYc89piqGL9Jiw,Brendan,5,1
eOVVMnFC5jeAInwiG3uNEw,Lindi,3.79,73
EoyeyVfBlFso8tzZZrv9Ag,Anne,3.5,10
EOzujBvH4ujkoM1znysPBQ,Emily,5,1
Ep-pBPnjCcKe8i5jso7l0w,Terry,3.71,7
eP-ve8cKMBo8-5wFl1KdCg,Brad,4.43,21
ep1npsDvCV2aZgQDAxkrtg,Annette,2.8,5
Ep2bE0lPEJMcJfts8r8NHw,Maya,3.16,37
Ep3anRsVSShs7O4DlEmoWA,Lucky,3.68,47
EP3cGJvYiuOwumerwADplg,Eli,4.29,377
eP7qzVR70FtceNmOqgVzqQ,Andru,5,2
eP9AigoizFeVdYNoBtRC7g,Sophie,5,6
eP9xORZ_ftauBezfFovPmQ,Nicole,4.5,4
ePAnHK5Ygd4rHjbwfIDNiw,Steve,2.4,6
ePAUr6xDxvMpG8eQfiDiqQ,Colleen,5,3
ePC1ht9DSh8nu_cpsD9BCA,Leslie,5,1
EpC7vMp0hg1wGBQ6fzzoQg,bret,3.4,35
epcrGDhw7mI_HxXkjL7zRg,Kate,3.53,448
EpcyN9N03fDheFO5_nctMw,Carl,3.68,67
epD0uEmWTpOXtkVB24P8fw,Donny,4.17,6
ePduC-tSwrMQRjKI4Suh7Q,Jason,2.95,157
ePEOGRlnb3D61I_ufCPIPA,Greg,4,1
epf35zbwJPD4snSKrb7xow,Denise,5,1
EPfIBtxV4ncPMN5VCEMcGA,Tim,3.75,4
EPgfbUJRnnMY1k-n6PmSxA,Nickie,2,1
ePGgMrQ7JmBSeDUPsqioEA,Amber,2.6,5
EPGo0drInLZG9n_KQng2qA,Bill,5,6
ePhmc8t7envQKLE0wWmorQ,Lavender,1,6
EPI5_yTqRbebG3lS2R_zDw,Vivienne,3,3
EPJNmNYC_zWFGBuLjIbv_A,Charles,3.57,8
epkpjQ5xTqCuOpfVKzcnGw,Vickie,1,1
Epn7u1KHwnndC6ji2_gG7g,Dan,2.2,5
EPO-0FO7qxFjXGoA-J_Qkg,Jennifer,5,2
epqjmEm2SOuNmQi15XrOYw,Judd,4.5,4
EPqrzm6kYxCJqifhMB4xVw,Mike,4,7
EPROVap0M19Y6_4uf3eCmQ,Kay,3.33,19
EPRsyblhYfDZW6FlCRrUbw,Laura,3.75,25
EPryZwHVaxgBspLbZoZ2CA,Patti,5,3
EpVarUkn4s7UIg8I_fzRiA,Justin,1,1
ePzHOQEApGndHScjcwQCUA,Estefano,3.75,58
Eq0WBKOSLMBuwv3xddG5hw,Vinchinzo,4.17,6
Eq0YgVcIGkv5kheUP0iHKA,Tiffany,5,4
eq2hUuDLHkg7wuWhcJ5Jlg,Ken,3.91,11
EQ2pm01gowMVsFzjXtWOGQ,Steve,4.22,9
EQ3IZhelp-DIdugmrbQk0g,Brian,3.36,94
eq5dIOgvnFY4SMk3ZVVKug,P,1.5,4
Eq5TdVnSNvhVUymSKvzbWg,Kelley,4,3
Eq6j-P0ipCIlhI1GqrbpWQ,Anthony,4,4
eq70YTKG9yXnIvq5-KSlWA,Eric,4,1
eq7yxHvhDiIvBgle3_xdNw,Stephen,4.29,7
Eq8vGVW6aFMpCTUzb_CWBQ,Greg,3.67,39
Eq9D4EBkPx8V44ujyfrJaQ,Scott,3.43,21
eqaKAEXw-UzoezDABhxqIg,Marc,4.17,6
EQcq4HOhvBiHGC0B0cUQuw,Brett,4.29,7
EqcTLrWcMC4h3K6X3-audg,Terry,5,2
eqdZlrwQ8TTW4vxMlZJgSg,William,3.5,4
EQFBEUsGPXx431j-w21bJw,Betina,3.67,3
EqFevam1Qi-2QFfXlSqsJQ,Jio,4.75,4
EQFM-n8T4mo67GxwLDbhPA,John,5,1
EQg06zguYjudJKeu4zjHAQ,lynn,3.63,27
EQgvHzBQ7eHN8Bsffy9IVQ,Stephanie,4.43,7
eQgw5KPAWDEVaadSAMUJJg,Lindsey,4,14
eqGWh9OOnVPJDv0WwLlwiQ,Marshall,4.64,22
eqHh3T-QWN8bowagW4KiGg,marty,3.06,36
EqJ2-CfnnmGbcAKIou3exQ,Ken,3.83,75
EqkkiRaK9wR5V-eR7QJHDg,Jessica,4.5,2
EQl85CM6iJ7yG0q4GWMIog,Kimberly,2.25,4
eQmApqQIjCdkzqbOIs8ddg,Melissa,1,1
EQOD3cQ8jPC_Rn-oqpq3QA,Christi,2,2
eQP0jA1qHQ7dnsvah_gEuw,Mindi,4.26,19
eqpoFHtDafP6XBv5ClufLg,Donna,5,1
eQQ6ctEfGGb4MvE91Yb1GQ,Yub,1,1
eqqR-P6wXrMRa2vPIivpyg,Destiny,3.88,9
eqQUrSb55s2Lp-I4WCAxDg,Amber,4,1
EqRfYUY7RmFpQqrCEg7bpQ,Sean,4.67,3
eQrHOKu0ibLUE1KnUSG11A,Alexis,1,1
eQWRnAsxeyFHXW1U33-0ow,Annie,4.4,5
EqxOzcvp8Z0mTyRj-ukvYw,Lily,3.64,312
EQYhCVLmAQLGwYUYPPSaaw,Andrew,3.75,36
eqYP4Td8LNa8vER23NrT0A,Matt,5,2
EqZ8nOdMv4uMXxrEhfqBPA,Lance,4,5
EQZjeyvQRe0xnEYcV_eK0A,Jeff,4.1,81
er3RYpxLreOvkReG7pEXjA,Roger,5,1
Er4EezkDDc2c6wpz5r-OmQ,Jorge,3.67,3
Er4F-PTME7RsIwKainiR0Q,Kevin,1,2
er51B8EPsYeJj-sX2Nw4gQ,D,3.25,8
eR6jleQ_UKWLmAqszHIbCg,Titus,3,4
ER8yUCo7B986m6uOaTm4Rw,Joe,3,1
erABzxD4ESM1oUizW3CrDQ,Moriah,4.4,5
eRaumxPQaxx2M3037hNg8A,Chris,4,6
erbP5yIs1tzCm8D4t-HGbQ,Lauren,4,10
Erc6PnQ5-z5NN632eBnUzQ,James,4,16
eRCtXXRY4YNqukrhQL7iyw,Chandara,3.67,3
Erc_tz1gpCKCM_-n3j6Hkw,Garry,3.46,15
ErDRGdE0-AyayAjJWe_JFQ,susan,3.38,13
EReAHJGuV788PxfaAFd0kQ,Alyssa,4.01,67
ERfDdbW_CpqGWCtO1kXTMQ,Nicole,3.5,2
eRgu8ORqJ6IHxqUMgLsC9w,Summer,4.5,4
ergzjT2C16zRrV9W7jQ-Sw,Jeff,4.2,5
eRhqwWWYneA3Wr_WYbmVGw,Tena,4.18,34
ErilHWqZciHenFP1-i5Z6g,Rachel,3.76,17
ERjpvYJvL_36PwuliJwJ3Q,Jess,3.95,121
ERlSTeUWLO0czI6GEQiz-A,Manny,3.78,9
ERN4ktu-XjDYzZCIxOYcTA,Brandi,2,1
erN_PcH3D28ZPMBjObyy5A,Stephanie,4.13,38
ERooWMl7BS5hIgkbM1Xt5Q,Mona,2.33,3
EROQwdBzr2gHMOTSeERkmQ,Mike,3.89,55
erPJP-Z5MYve0h9QeQN2Vg,Emily,3.32,28
ERRqgiV5L88ruTU0ReRoRA,Curtis,3.25,4
ErrRCGGRbce7tqIavT6XNg,Garrick,5,3
ErrroUDh4zFCt9eP-heq3w,Mara,5,2
ErSb86Rzw_lZw4Vfr_iWnQ,Rinne,3.84,384
ErsBXW-E-mWNjMc62TPQNw,Jean,3.23,1132
eRt02n5zLvhZJK8wDbXsgg,Rudy,4.04,28
eRtuJOuHBXoJ3GRlAe_eTw,Timothy,3.56,75
ErU6nQCYgttQv259O2EdmA,Laura,4.6,10
eRX-3O-uotkgzcBdFtLcCQ,Becca,3.5,68
ERxT9aOOe2Zp6wF9mBunkA,Adam,5,1
eryLfrk7fabe8G1HPBkNAg,Chris,3.5,8
erzVZkeAaVu3DBJ5LPDMqw,Hao,4,363
Es-DyYCdBD2qfWg4xyGozQ,Christina,4.47,16
Es3qLnf_hAgOdLeeq4xr_Q,Marla,3.81,131
eS4IYa697RJUQT3Lckny-Q,Jon,3.25,4
eS6V4zze6XuDxzdIWx64gg,Courtney,2,2
eS7HULjmygCQ3cN_69XQiA,Eliot,3.67,3
eSAmN-5RAu8y1igSvz_yJw,Eddie,3.95,252
EsAZGVmOivqtj6X66y21UQ,Rita,1,6
ESb5cHmhe5dc_irM9TJXZg,Karen,3.91,11
eSbl3Q1HxQuZTmu5dqpn-g,Adrienne,4.19,462
EsCGZqDq6Y-_W_kKf2zX5Q,Jillian,4,10
EScPF4SpSncPwC3bf0VW3g,Jen,3.75,24
ESdBD3mUB-2am7DG3C6-tw,Jesse,3.5,2
esDbDKH7O4c9eOj00ZzVOQ,Gail,2.97,29
Esdd03CSMeNV3cIuXvF7qA,Lisa,3.29,379
eseok2hw-vVGxH3eJ2gH9Q,Monica,2.5,6
eSFwjnha_E0bCRlTWPIjUA,Ashley,3.52,33
eSfzeof1cYHnYyt0YVyvgg,Clint,5,2
EsH5xs6wMUQ11oleoPmKfQ,Peter,3.35,86
eshIqohS-9FMLdKOhTr2Ng,Lizeth,4.26,76
eSHP6jjkNeh8TxNlEWD4dw,Kristy,3.1,11
Esi0LF6paDqj7W0LcDX4AA,Jonathan,4.2,20
eSk8yr9S5rf5AVefqVAJIg,Ryan,3.67,3
eSLH2TYj-6WIDvAky37TwQ,Kerry,4.18,11
ESm6p7ErJTzueVKvGKR1aA,Justin,4,18
ESNUEr2Ex3eU3diQvQWILQ,Sam,3.83,765
Eso6Wv5R8vJulzeNzgfvUw,Annie,5,2
ESoKH0Hs6Jhd3GJC7IfQLA,Scottie,3.47,90
esomNneHvsEv91MmraM5ug,Lucas,3.6,155
ESpjuzMF6PMDsXJReDoYhw,Matt,5,3
EsqjjmrdnWRqJfS6sTHeQA,Jazmine,2.55,40
Esqt1iWStrO95IsPT1stHQ,Jeff,5,1
ESrdXpT1yF7KZX52bPpnJg,Niki,3.59,56
eSrIFjsjl2AGA7kwi_eUyg,jesse,3.2,5
eSrsf8VXpW2EHJVHk0IREw,Maggie,5,1
ESrt4JUzfOxDEK_rNQIWkw,Roni,3.94,17
esRTwXm4McLNekVGfUdXnA,Brian,3.31,13
eST1Gm-T9lHriralMDvGiw,Jewls,1,1
esuD-TgK-88BFHRR8cRi3w,Stephanie,4.41,41
esv9lOhDadYo0URaUg46xw,Rhadford,2.9,88
eSVMbqlVNCajFPRMptUdPA,Michael,4.2,5
eSvpavYjm2yjykHOw28Rtg,Hope,5,1
esWaM3NSLCwFzK7jzPa4BQ,Tyler,3.74,19
EsWCLBsOa_Wp2wpOh4dPXA,Igor,3.85,27
eSwHer-tfqetKhgYDgK_jw,Nathan,3.5,3
EsYlJL9XRHYYgZvm5Ki4ng,Lindsey,5,3
eSyU5kSKI8D_O2MSzVpANQ,Javier,5,3
EsZYAHrEGYGyPoZXcXisgw,Johnathan,4,1
Et01UwrnAtebjDQWxqt2pA,Joey,1,1
ET0bpCh_AeDiqdIuhTQirA,Nancy,3,2
et0EUHypAoRQQLxhgL47XA,Gina,3.23,26
eT1fp_Js2GD5Z-FIt8CC1w,Pam,5,2
Et8LVQ0ldhAz49Kt0VODyA,Shannon,5,1
EtDlcUczmLNRdZRolhUYsg,Craig,5,1
etEpmVACfL_FUuHA1_1g9w,Buck,5,2
etErOxgYf_AZHfRwmbIkFA,Matthew,2.58,13
ETFA5FlHhf2Z2oEcoHazQg,Chad,3.8,35
EtHiWWBNGfrAUozI4IjHtg,Jim,3.19,27
ETIAM78kYT_xPM8b2iqi7g,Mike,3.3,112
ETJmLSs7um35Q_RpyFtOSA,Jarred,4,1
EtKawtgTJvYzzCYRfcptFw,Amanda,5,3
eTkMqNhMFuSns_t4b89n0Q,Analydia,4,2
etLdXL5GVXsbF7NSfHsp1A,Chas,2.87,15
EtMfNbEe6ngq6a4p3y3cWQ,Jenelle,4.03,39
ETNCa9K7EkXWb3lnBZv0kA,Karina,2,1
eTorLt5F7PnmSRX8e9tu5g,Aaron,4.12,64
ETPAIcI9UoJshaqV4BH2cw,Amanda,4.33,3
eTPcncjECXmhYZrWeQLYSg,Kelly,5,1
etPSFOKEytkDaIlZ3DtA3w,Josh,3.33,7
etPSRfrzJ7e3sHgG9xrOIQ,Troi,5,1
etPSS90L-pTvcLUE0t8yxw,Garo,4.33,3
eTqJ1UBu35VaDobLKTifsQ,Philip,4.61,23
etQpUPdEqLeETwBJvvo-zQ,David,5,3
EtQsLrSaXqWZN8i8Y_zB-A,Gman,5,1
eTRiDnLNg4znhSZ-9_Gmpg,Ferdinand,3.15,184
EtRqkcj-ckGrJCazrdzR_g,Patrick,3.59,295
ETrSs9dpPwxqi1mYfbMmvw,Saba,3.66,192
EtTm7WJ55Q5JYlGKfDax8w,Required,3.78,73
EtU0Z_TY19e46c6ZfyWskA,Vicky,3.67,3
eTU2lGjJS2KwD926DRdT8Q,Jerome,4.67,3
ETutf5OMlVis95S88QNzaQ,Sean,4.5,2
eTWF91zN01KZ8tWwEAjVrw,Leslie,2.67,3
etWLohJcNKbnKBU6aegYgw,Michelle,3.5,5
eTX1GC7t3LYm4TZylO_cbQ,Alexa,4,1
EtXoy2JEi6OH65_cZAr44g,C,4.09,11
ety3kK5dLy7B4kLSeNyt6Q,jack,5,1
EU-2Z3L--juInsWnF-95Yg,Scott,1,1
eu14yWjbRumsJM1-7LeHng,richard,3.34,35
Eu2HjH4vS1VpwREBVwTmjw,A,3.49,65
EU3oE_SNd0rnuGcQsjJXzQ,Lesley,3.82,11
eu4EDnp3n86L5LtZGrb2EA,Teresa,4.52,22
eu5ibT_N-vfMec1cLr3ztg,Guybrush,3.53,17
Eu8QionekpdN7UmALYpHvQ,Duckster,3.5,6
EUA4UhtFxHAGzOZXdMOZdQ,Lyn,1.67,3
eUAct8fkZ8OlhOn0QYDNqQ,Anderson,3.21,24
EUa_Itb3iJvrMhc_zPb21Q,Melanie,5,2
euB99cGZmezCOMcsIj0Zyw,Blane,4,1
EUBaxBJLGKt1SKnzgOMFUQ,Wendy,3.67,3
eubutNZLIiJKo1Ob063R5A,MARK,3.1,71
EuD7v4jq0oWrJUaCqOtIog,Jill,5,1
EUDt8THIXnHfdToVpgC3SQ,Wally,4.71,9
eueKMQ-JMFFwtiwEjd1_oA,Deb,5,3
euEN9CF87grHHuMY3WyrfA,Amanda,3.75,4
euFpUePbVrRowpFVktGEdg,Stacy,4.4,20
EUG5XBMKNticPO7KXxZ7WQ,Tamara,3,10
EUgv13qRQ0OhmG40x_fcFg,Joshua,4.27,11
euIqT-Kxbzt3NsAMMPZKVA,Jim,4.11,9
eUIrA-9o9f0aLuiS8YInlA,S,4,4
EUjjBVgNxGqD5-TkpBgDgQ,Tina,5,2
Euk-qrk3oJTnzqpHz9J7ow,Feliciano,5,1
EuktjAf1QTCCFJ0RUwabIw,Stacie,1,1
EUldMVJpTJX7HwzDZ6m9-A,Monique,3,3
EUlHiZJMeqjK5lccbbpp_w,Lindsey,4.45,11
euNU5JdzTY3IUR2yOGjYrA,Lisa,3.79,29
eUNvVsHhB1_2NFHRCBeGEw,Kathee,2.62,13
EUov0YtK6Zqr5gidlBAXgg,Oliver,4,4
Eup5gfxB5QQ-I4JZ8TCSoA,kelly,2.33,3
EuQup6y48bChgAW8BnH3Og,Fudge,3.28,25
eURDQ5lE3Csox2pix41Y7w,David,4,9
EuRIgGoJ-mu7doYW0d5yFA,Sandra,4,1
EUSAKsugCyyhK1r7Z_0pmQ,crystal,3.83,6
EuS_a5ET4zcUoVOWNWN5QA,Kevin,5,3
eUu8yuHNVwshKdj2yvvbcw,Alyssa,1,1
euV25-L8vEjwuwA3qnno5w,Ben,5,3
eUWIJ8KXAnvwiSBzmobeWA,Stephanie,3.67,4
euyfAKtbWU92mg1jez1xKA,Zevi,3.2,5
eUyFtxZPT-YeUAcI9kfXPw,Melanie,4,1
eUZI6rWAFh70lF2O_GDEyw,Charles,5,4
EV-OK-G6fpWtZfMy8lrxjw,Jennifer,1.8,6
ev-UEVPMK70y2XtVMD53LQ,Vedran,3.09,12
Ev2yAkCO-VfpHuK9mYIeQw,Brad,3.68,26
EV6MQoHdG8Xygf3YlJvbCA,Burke,3.29,7
ev7D2jo5OUDeHf0dWoWlsQ,Jamie,4.29,14
eV7L_vigJWQIC3E_T1MWTA,Allen,4.6,5
EVAjaGIKOE1bN1Yf1zX1Bg,Lindsay,4.5,4
EvDMCpmwvb7M_7lEPIL5GQ,Kata,3.83,12
evDoyFJMoTfWm6y7DCq0qw,James,1,1
EvEbn5KltezYVX15eamgAw,Boogie,4.13,23
EVeSej-_h18Riepz6ORHFA,Mary,4.5,6
EvirtUGbSPgj99yNhhVIFg,Nancy,3.91,105
evIzZLbCpz04LlZz1FoiVA,Mick,3.33,7
evjiBrFsCqgPxX9p9t1ASQ,Jonathan,4.33,13
EVJqN56QlSIoayEM5zQl4g,Steven,2.67,3
evKJ4pJ4v87L_G2ohj5XKA,Lindsay,5,3
EvLjGCcQ2gXyRqSWJ8NT_Q,Jordan,3,2
evlqoUrA3Ul9i0sbYIxc1Q,Dood,2.33,7
evLZi9Q5zOnZVOTOvZ2ydA,Konnor,1,1
EVMiADF7FxJNNRJEC83vQQ,Dorothy,2,5
EVN484M7GZxhVpp61JgQBA,Gayle,3.54,342
EVNlkkKILjqiJ-i_pDIqeA,Arizona,1,1
EvnWg6ogPZQpBJHku_OP5A,Matthew,5,3
